vessel_name	vessel_service	vessel_class	vessel_type	vessel_subtype	flag_desc	vessel_activity_role_desc	waterway_name	substance_name	substance_class	substance_subclass	substance_type	substance_subtype	latitude	longitude	discharge_amnt_total	discharge_situation_type	unit_of_measure
344	Tank Barge	Barge	Bulk Liquid Cargo (Tank) Barge	General	UNITED STATES	Acknowledged Pollution Source	COOK INLET	Jet fuel: JP-4	OIL	Petroleum	Jet fuel	JP-4	61.23778	-149.895	50	Point-source discharge over a period of time	GALLONS (Liquids Only)
BAY POINT	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Acknowledged Pollution Source	GRAYS HARBOR	Oil: Diesel	OIL	Petroleum	Oil	Diesel	46.928206	-124.104669	50	Point-source one-time discharge	GALLONS (Liquids Only)
OBSIDIAN	Recreational	Recreational	Motor Propelled Vessels	"Yacht, Luxury"	UNITED STATES	Acknowledged Pollution Source	NEW RIVER	Oil: Diesel	OIL	Petroleum	Oil	Diesel	26.10959	-80.12006	50	Point-source one-time discharge	GALLONS (Liquids Only)
Sea Bird	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	"Trawler, Other"	UNSPECIFIED	Suspected Pollution Source	LONG BEACH OUTER HARBOR	Oil: Diesel	OIL	Petroleum	Oil	Diesel	33.73714	-118.1818	50	Point-source one-time discharge	GALLONS (Liquids Only)
CF 7267 EN	Recreational	Recreational	Motor Propelled Vessels	Cabin Cruiser	UNITED STATES	Acknowledged Pollution Source	REDWOOD CITY HARBOR	Gasoline: Automotive (Unleaded)	OIL	Petroleum	Gasoline	Automotive (Unleaded)	37.50536	-122.214012	50	Point-source one-time discharge	GALLONS (Liquids Only)
LADY ELIZABETH	Recreational	Recreational	Motor Propelled Vessels	Cabin Cruiser	UNITED STATES	Acknowledged Pollution Source	VALDEZ HARBOR	Gasoline: Automotive (Unleaded)	OIL	Petroleum	Gasoline	Automotive (Unleaded)	61.12473	-146.3464	50	Point-source discharge over a period of time	GALLONS (Liquids Only)
IRENE B	Offshore Supply Vessel	Offshore	Offshore Supply Vessel	General	UNITED STATES	Acknowledged Pollution Source	BAYOU LAFOURCHE	"Oil, fuel: No. 2-D"	OIL	Petroleum	"Oil, fuel"	No. 2-D	29.57177	-90.38384	50	Point-source one-time discharge	GALLONS (Liquids Only)
NEVER NEVER LAND	Recreational	Recreational	General	General	UNITED STATES	Acknowledged Pollution Source	ANACOSTIA RIVER	Oil: Diesel	OIL	Petroleum	Oil	Diesel	38.87663	-76.9792	50	Point-source one-time discharge	GALLONS (Liquids Only)
TRITON ACHIEVER	Industrial Vessel	Miscellaneous Vessel	Supply Vessel (not OSV)	General	UNITED STATES	Acknowledged Pollution Source	Vermillion River	"Bilge slops (Examples: bilge oil, bilge waste, bilge water, bilge waste oil, bilge slop oil, etc.)"	OIL	Petroleum	Bilge slops (Examples	"bilge oil, bilge waste, bilge water, bilge waste oil, bilge slop oil, etc.)"	29.79972167	-92.14808333	50	Point-source one-time discharge	GALLONS (Liquids Only)
BARBARA H	Towing Vessel	Towing Vessel	Towing Behind (Tug)	General	UNITED STATES	Involved in a Marine Casualty		"Oil, misc: Lubricating"	OIL	Petroleum	"Oil, misc"	Lubricating	23.48333333	-80.33333333	50	Point-source one-time discharge	GALLONS (Liquids Only)
USNS BOWDITCH	Research Vessel	Research Ship	General	General	UNITED STATES	Acknowledged Pollution Source		Oil: Diesel	OIL	Petroleum	Oil	Diesel	33.125	129.72	50	Point-source one-time discharge	GALLONS (Liquids Only)
DREAM I	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	Shrimper	UNITED STATES	Acknowledged Pollution Source	BAYOU LAFOURCHE	Oil: Diesel	OIL	Petroleum	Oil	Diesel	29.16017	-90.23445	50	Point-source one-time discharge	GALLONS (Liquids Only)
ANXIOLYTIC	Recreational	Recreational	Motor Propelled Vessels	General	UNITED STATES	Acknowledged Pollution Source	HUDSON RIVER	Oil: Diesel	OIL	Petroleum	Oil	Diesel	40.77631	-73.99623	50	Point-source one-time discharge	GALLONS (Liquids Only)
HILO BAY	Tank Barge	Barge	Bulk Liquid Cargo (Tank) Barge	Oil Cargo Barge	UNITED STATES	Acknowledged Pollution Source	HONOLULU HARBOR	Gasoline: Automotive (Unleaded)	OIL	Petroleum	Gasoline	Automotive (Unleaded)	21.31111	-157.8717	50	Point-source one-time discharge	GALLONS (Liquids Only)
GINNY LEE	Recreational	Recreational	General	General	UNITED STATES	Acknowledged Pollution Source	VALDEZ HARBOR	Oil: Diesel	OIL	Petroleum	Oil	Diesel	61.12473	-146.3464	50	Point-source one-time discharge	GALLONS (Liquids Only)
KAY TEMPLETON	Towing Vessel	Towing Vessel	General	General	UNITED STATES	Involved in a Marine Casualty		"Oil, fuel: No. 2-D"	OIL	Petroleum	"Oil, fuel"	No. 2-D	37.80479	-89.68311	50	Point-source discharge over a period of time	GALLONS (Liquids Only)
M/V JULIE B	Towing Vessel	Towing Vessel	General	General	UNITED STATES	Acknowledged Pollution Source	GULF INTRACOASTAL WATERWAY	Oil: Diesel	OIL	Petroleum	Oil	Diesel	29.66174333	-91.23635	50	Point-source one-time discharge	GALLONS (Liquids Only)
BERTHA D	Offshore Supply Vessel	Offshore	Offshore Supply Vessel	General	UNITED STATES	Acknowledged Pollution Source	Mississippi River-Gulf Pass	"Oil, fuel: No. 2-D"	OIL	Petroleum	"Oil, fuel"	No. 2-D	29.28654	-89.3557	50	Point-source one-time discharge	GALLONS (Liquids Only)
CSL ACADIAN	Freight Ship	Bulk Carrier	General	Self-Discharging	"BAHAMAS, THE"	Acknowledged Pollution Source		"Oil, misc: Lubricating"	OIL	Petroleum	"Oil, misc"	Lubricating	37.50883333	-122.2048333	50	Point-source one-time discharge	GALLONS (Liquids Only)
BERING LEADER	Commercial Fishing Vessel	Fishing Vessel	Fishing Catching/Processing Vessel	Longliner/Processor	UNITED STATES	Acknowledged Pollution Source		Oil: Diesel	OIL	Petroleum	Oil	Diesel	57.7555	-154.1843333	50	Point-source one-time discharge	GALLONS (Liquids Only)
MISS MICHELLE	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Involved in a Marine Casualty	PACIFIC DEEP WATER ACCESS	Hydraulic fluid or oil	OIL	Petroleum	Hydraulic fluid or oil		46.904155	-124.176145	50	Point-source one-time discharge	GALLONS (Liquids Only)
TERA H	Passenger Barge  (Uninspected)	Barge	General	General	UNITED STATES	Acknowledged Pollution Source	TONGASS NARROWS	"Oil, fuel: No. 2"	OIL	Petroleum	"Oil, fuel"	No. 2	55.43957167	-131.838075	50	Point-source discharge over a period of time	GALLONS (Liquids Only)
SUSAN C	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Involved in a Marine Casualty	BLOCK ISLAND SOUND	Oil: Diesel	OIL	Petroleum	Oil	Diesel	41.31027	-71.47701	50	Point-source discharge over a period of time	GALLONS (Liquids Only)
REEL EASY	Recreational	Recreational	General	General	UNITED STATES	Acknowledged Pollution Source	SANTA MONICA HARBOR	Oil: Diesel	OIL	Petroleum	Oil	Diesel	34.01759	-118.4991	50	Point-source discharge over a period of time	GALLONS (Liquids Only)
NUNANIQ	Freight Ship	General Dry Cargo Ship	General	General	UNITED STATES	Involved in a Marine Casualty	BERING SEA	"Oil, fuel: No. 2-D"	OIL	Petroleum	"Oil, fuel"	No. 2-D	60.38666667	-166.175	50	Point-source discharge over a period of time	GALLONS (Liquids Only)
LANI KAI	Recreational	Recreational	General	General	UNITED STATES	Acknowledged Pollution Source	CERRITOS CHANNEL	Oil: Diesel	OIL	Petroleum	Oil	Diesel	33.76427167	-118.2437567	50	Point-source discharge over a period of time	GALLONS (Liquids Only)
DALE WHITE	Towing Vessel	Towing Vessel	Pushing Ahead (Towboat)	General	UNITED STATES	Acknowledged Pollution Source	CHICAGO SHIP CANAL	Gas oil: Cracked	OIL	Petroleum	Gas oil	Cracked	41.69726667	-87.94958667	50	Point-source one-time discharge	GALLONS (Liquids Only)
MY AMMI	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	Longliner	UNITED STATES	Involved in a Marine Casualty	NEAH BAY	Oil: Diesel	OIL	Petroleum	Oil	Diesel	48.38	-124.5916667	50	Point-source one-time discharge	GALLONS (Liquids Only)
MMI-304	Tank Barge	Barge	Bulk Liquid Cargo (Tank) Barge	Liquid Chemical Cargo Barge	UNITED STATES	Acknowledged Pollution Source	HOUSTON SHIP CHANNEL	"Oil, misc: Lubricating"	OIL	Petroleum	"Oil, misc"	Lubricating	29.74786	-95.0999	50	Point-source one-time discharge	GALLONS (Liquids Only)
WORKING TOGETHER	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Acknowledged Pollution Source	CORPUS CHRISTI BAY	"Other oil, oil with no CHRIS Code"	OIL	Petroleum	"Other oil, oil with no CHRIS Code"		27.80979167	-97.36477167	50	Point-source one-time discharge	GALLONS (Liquids Only)
FV CAPE ELIZABETH	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	"Seiner, Stern Chute"	UNITED STATES	Acknowledged Pollution Source	Pago Pago Harbor	Hydraulic fluid or oil	OIL	Petroleum	Hydraulic fluid or oil		-14.26861117	-170.6691667	50	Point-source one-time discharge	GALLONS (Liquids Only)
UTOPIA III	Recreational	Recreational	General	General	UNITED STATES	Acknowledged Pollution Source	HUDSON RIVER	Oil: Diesel	OIL	Petroleum	Oil	Diesel	40.91727	-73.92018	50	Point-source one-time discharge	GALLONS (Liquids Only)
NO NAME	Recreational	Recreational	Motor Propelled Vessels	"Yacht, Trawler Type"	UNITED STATES	Involved in a Marine Casualty	CHOCTAWHATCHEE BAY ENTRANCE/Destin Harbor	Oil: Diesel	OIL	Petroleum	Oil	Diesel	30.39803	-86.52174	50	Point-source discharge over a period of time	GALLONS (Liquids Only)
ENCOMPASSED	Recreational	Recreational	Motor Propelled Vessels	Cabin Cruiser	UNITED STATES	Acknowledged Pollution Source	WINTHROP HARBOR	Oil: Diesel	OIL	Petroleum	Oil	Diesel	42.36993	-70.97302	50	Point-source one-time discharge	GALLONS (Liquids Only)
CARNIVAL IMAGINATION	Passenger (Inspected)	Passenger Ship	Ocean Cruise Vessel	"General (More Than 12, Gross Tonnage >= 100)"	"BAHAMAS, THE"	Acknowledged Pollution Source		Oil: Diesel	OIL	Petroleum	Oil	Diesel	25.85816667	-80.1385	50	Point-source one-time discharge	GALLONS (Liquids Only)
TPIC WIRE BARGE	Industrial Vessel	Barge	Industrial Barge	Work Platform	UNITED STATES	Acknowledged Pollution Source	GRAND BAYOU BLUE	Oil: Diesel	OIL	Petroleum	Oil	Diesel	29.759	90.759	50	Point-source one-time discharge	GALLONS (Liquids Only)
WHSIPER	Recreational	Recreational	Sailing Vessels	Schooner	UNITED STATES	Acknowledged Pollution Source	CHELSEA RIVER	Oil: Diesel	OIL	Petroleum	Oil	Diesel	42.397475	-71.013447	50	Point-source one-time discharge	GALLONS (Liquids Only)
TERRY ANN	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Alleged Pollution Source	DILLINGHAM HARBOR	Oil: Diesel	OIL	Petroleum	Oil	Diesel	59.036005	-158.466257	50	Point-source discharge over a period of time	GALLONS (Liquids Only)
SALTINA	Freight Ship	Bulk Carrier	General	Self-Discharging	Malta	Acknowledged Pollution Source	HOUSTON SHIP CHANNEL	"Oil, fuel: No. 2-D"	OIL	Petroleum	"Oil, fuel"	No. 2-D	29.74677	-95.28575	50	Point-source one-time discharge	GALLONS (Liquids Only)
DOUBLE SKIN 54	Tank Barge	Barge	Bulk Liquid Cargo (Tank) Barge	Liquid Chemical Cargo Barge	UNITED STATES	Acknowledged Pollution Source	Delaware River Penn Channel	Gasoline: Automotive (Unleaded)	OIL	Petroleum	Gasoline	Automotive (Unleaded)	39.9	-75.21666667	50	Point-source discharge over a period of time	GALLONS (Liquids Only)
FANTA SEA	Recreational	Recreational	Motor Propelled Vessels	General	UNITED STATES	Suspected Pollution Source	ATLANTIC INTRACOASTAL WATERWAY	Oil: Diesel	OIL	Petroleum	Oil	Diesel	33.88816667	-78.42416667	50	Point-source one-time discharge	GALLONS (Liquids Only)
SATISFACTION	Recreational	Recreational	General	General	UNITED STATES	Acknowledged Pollution Source	PAWCATUCK RIVER	Oil: Diesel	OIL	Petroleum	Oil	Diesel	41.3756	-71.8325	50	Point-source one-time discharge	GALLONS (Liquids Only)
HIM-ROID	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	Shrimper	UNITED STATES	Acknowledged Pollution Source	EAST RIVER	Oil: Diesel	OIL	Petroleum	Oil	Diesel	31.15856	-81.49988	50	Point-source one-time discharge	GALLONS (Liquids Only)
SEA RAVEN	Towing Vessel	Towing Vessel	Articulated Tug and Barge (Tug)	General	UNITED STATES	Acknowledged Pollution Source	ATLANTIC DEEP WATER SPUR	Hydraulic fluid or oil	OIL	Petroleum	Hydraulic fluid or oil		32.8525	-75.40027667	50	Point-source one-time discharge	GALLONS (Liquids Only)
CEMVN CRANE BARGE 9701	Freight Barge	Barge	Deck Barge	General	UNITED STATES	Alleged Pollution Source		Oil: Diesel	OIL	Petroleum	Oil	Diesel	30.42775	-91.20385	50	Point-source one-time discharge	GALLONS (Liquids Only)
KIRBY 29702B	Tank Barge	Barge	Bulk Liquid Cargo (Tank) Barge	Liquid Chemical Cargo Barge	UNITED STATES	Acknowledged Pollution Source	Lower Mississippi River	"Oil, fuel: No. 6"	OIL	Petroleum	"Oil, fuel"	No. 6	29.92274	-89.96178	50	Point-source discharge over a period of time	GALLONS (Liquids Only)
NINDAWAYMA	Passenger (Inspected)	Passenger Ship	General	"General (More Than 6, Gross Tonnage < 100)"	CANADA	Suspected Pollution Source	ST. MARY'S RIVER	Oil: Diesel	OIL	Petroleum	Oil	Diesel	46.50145	-84.38182	50	Point-source discharge over a period of time	GALLONS (Liquids Only)
TARA LOUISA	Offshore Supply Vessel	Offshore	Offshore Supply Vessel	General	UNITED STATES	Suspected Pollution Source	FRESHWATER BAYOU CANAL	Oil: Diesel	OIL	Petroleum	Oil	Diesel	29.54083333	-92.30888833	50	Point-source one-time discharge	GALLONS (Liquids Only)
YELLOW FIN	Passenger (Inspected)	Passenger Ship	General	"General (More Than 6, Gross Tonnage < 100)"	UNITED STATES	Acknowledged Pollution Source	THIMBLE SHOAL CHANNEL	Oil: Diesel	OIL	Petroleum	Oil	Diesel	37.01067	-76.25774	50	Point-source one-time discharge	GALLONS (Liquids Only)
TRAVELER	Recreational	Recreational	General	General	UNITED STATES	Acknowledged Pollution Source	ATLANTIC DEEP WATER SPUR	"Oil, waste/lubricants - possible contaminant"	OIL	Petroleum	"Oil, waste/lubricants - possible contaminant"		33.84858	-78.546359	50	Point-source discharge over a period of time	GALLONS (Liquids Only)
BERING ID	Freight Ship	Bulk Carrier	General	Self-Discharging	HONG KONG	Acknowledged Pollution Source	SOUTHEAST BASIN	"Oil, fuel: No. 5"	OIL	Petroleum	"Oil, fuel"	No. 5	33.74217	-118.2022	50	Point-source one-time discharge	GALLONS (Liquids Only)
RELENTLESS II	Recreational	Recreational	General	General	UNITED STATES	Acknowledged Pollution Source	NAPLES/MARCO PASS CHANNEL	Oil: Diesel	OIL	Petroleum	Oil	Diesel	25.96844	-81.74843	50	Point-source one-time discharge	GALLONS (Liquids Only)
MV SHELBY JEAN	Towing Vessel	Towing Vessel	Pushing Ahead (Towboat)	Linehaul	UNITED STATES	Acknowledged Pollution Source	OHIO RIVER	"Oil, fuel: No. 2-D"	OIL	Petroleum	"Oil, fuel"	No. 2-D	37.14040667	-88.41019667	50	Point-source one-time discharge	GALLONS (Liquids Only)
OASIS	Recreational	Recreational	Motor Propelled Vessels	General	UNITED STATES	Acknowledged Pollution Source	BARNEGAT INLET	Oil: Diesel	OIL	Petroleum	Oil	Diesel	39.78094	-74.1291	50	Point-source one-time discharge	GALLONS (Liquids Only)
CHARLIE CRAWFORD	Offshore Supply Vessel	Offshore	Offshore Supply Vessel	General	UNITED STATES	Acknowledged Pollution Source	Mississippi River-Gulf Outlet	Oil: Diesel	OIL	Petroleum	Oil	Diesel	29.37106	-89.20177	50	Point-source one-time discharge	GALLONS (Liquids Only)
JAMES L	Towing Vessel	Towing Vessel	Pushing Ahead (Towboat)	Fleeting	UNITED STATES	Involved in a Marine Casualty	MISSISSIPPI RIVER	"Other oil, oil with no CHRIS Code"	OIL	Petroleum	"Other oil, oil with no CHRIS Code"		40.04453	-91.49314	50	Point-source discharge over a period of time	GALLONS (Liquids Only)
KATSU MARU NO. 28	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	JAPAN	Alleged Pollution Source	APRA HARBOR	"Garbage (Annex V, MARPOL 73/78)  Ref: 33 CFR 151.05, Definitions."	OTHER	Garbage		"Garbage (Annex V, MARPOL 73/78)  Ref: 33 CFR 151.05, Definitions."	13.43333333	144.6166667	50	Point-source one-time discharge	POUNDS (Solids Only)
ANEJO	Recreational	Recreational	Motor Propelled Vessels	General	UNITED STATES	Acknowledged Pollution Source	PENSACOLA BAY	Oil: Diesel	OIL	Petroleum	Oil	Diesel	30.36893	-87.21428	50	Point-source one-time discharge	GALLONS (Liquids Only)
LEWIS M	Towing Vessel	Towing Vessel	General	General	UNITED STATES	Acknowledged Pollution Source	THEODORE SHIP CHANNEL	Oil: Diesel	OIL	Petroleum	Oil	Diesel	30.53025833	-88.10515	50	Point-source one-time discharge	GALLONS (Liquids Only)
MADDIE	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Acknowledged Pollution Source		"Oil, fuel: No. 2-D"	OIL	Petroleum	"Oil, fuel"	No. 2-D	31.12333333	-81.475	50	Point-source discharge over a period of time	GALLONS (Liquids Only)
HORIZON HUNTER	Freight Ship	General Dry Cargo Ship	Container Ship	General Cargo/Container	UNITED STATES	Involved in a Marine Casualty	PACIFIC DEEP WATER ACCESS	Acetone	CHEMICAL	Chemical	A	Acetone	21.0714	-157.7325	50	Point-source one-time discharge	POUNDS (Solids Only)
MISS ROSALIND	Towing Vessel	Towing Vessel	Pushing Ahead (Towboat)	General	UNITED STATES	Acknowledged Pollution Source	Lower Mississippi River	Oil: Diesel	OIL	Petroleum	Oil	Diesel	32.32014	-90.89929	50	Point-source discharge over a period of time	GALLONS (Liquids Only)
ISLAND BREEZE	Freight Ship	Ro-Ro Cargo Ship	Ro-Ro/Container	General	HONDURAS	Acknowledged Pollution Source	ATLANTIC INTRACOASTAL WATERWAY	Oil: Diesel	OIL	Petroleum	Oil	Diesel	25.76965	-80.18203	50	Point-source one-time discharge	GALLONS (Liquids Only)
BARBARA ANDRIE	Towing Vessel	Towing Vessel	General	General	UNITED STATES	Acknowledged Pollution Source	Indiana Harbor Shipping Channel	Oil: Diesel	OIL	Petroleum	Oil	Diesel	41.6535	-87.45483333	50	Point-source one-time discharge	GALLONS (Liquids Only)
MUIR MILACH	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	"Trawler, Stern"	UNITED STATES	Alleged Pollution Source	BELLINGHAM BAY	Oil: Diesel	OIL	Petroleum	Oil	Diesel	48.62991	-122.5738	50	Point-source one-time discharge	GALLONS (Liquids Only)
NEW YORK	Industrial Vessel	Barge	Cutter/Dredger Barge	General	UNITED STATES	Acknowledged Pollution Source	KILL VAN KULL	Hydraulic fluid or oil	OIL	Petroleum	Hydraulic fluid or oil		40.6429	-74.12755	50	Point-source one-time discharge	GALLONS (Liquids Only)
HERON	Recreational	Recreational	Motor Propelled Vessels	"Yacht, Trawler Type"	UNITED STATES	Acknowledged Pollution Source	COMMENCEMENT BAY	Oil: Diesel	OIL	Petroleum	Oil	Diesel	47.28966	-122.4515	50	Point-source one-time discharge	GALLONS (Liquids Only)
GAME COCK	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Suspected Pollution Source	Skull Creek	Oil: Diesel	OIL	Petroleum	Oil	Diesel	32.23638333	80.74833333	50	Point-source discharge over a period of time	GALLONS (Liquids Only)
PATRICIA JEAN	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Acknowledged Pollution Source	BLOCK ISLAND SOUND	Hydraulic fluid or oil	OIL	Petroleum	Hydraulic fluid or oil		41.38093883	-71.51485	50	Point-source discharge over a period of time	GALLONS (Liquids Only)
M/V MAUMEE	Freight Ship	Bulk Carrier	Ore Carrier	Self-Discharging	UNITED STATES	Suspected to be in Violation of Law or Reg	"LAKE ERIE, Cuyahoga River"	"Sewage, raw"	CHEMICAL	Chemical	S	"Sewage, raw"	41.51852	-81.70728	50	Point-source discharge over a period of time	GALLONS (Liquids Only)
JENKINS	Towing Vessel	Towing Vessel	General	General	UNITED STATES	Involved in a Marine Casualty	WEYMOUTH FORE RIVER	Oil: Diesel	OIL	Petroleum	Oil	Diesel	42.237534	-70.969697	50	Point-source discharge over a period of time	GALLONS (Liquids Only)
MAY FLOWER	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	Troller	UNITED STATES	Involved in a Marine Casualty	BUCARELI BAY	Oil: Diesel	OIL	Petroleum	Oil	Diesel	55.48	-133.1506	50	Point-source discharge over a period of time	GALLONS (Liquids Only)
SMITTY 16	Tank Barge	Barge	Bulk Liquid Cargo (Tank) Barge	General	UNITED STATES	Suspected Pollution Source	MISSISSIPPI RIVER	Oil: Diesel	OIL	Petroleum	Oil	Diesel	30.03345	-90.61794	50.4	Point-source one-time discharge	GALLONS (Liquids Only)
HOLSTEIN SPAR	Industrial Vessel	Offshore	Floating Production System	Spar	UNITED STATES	Acknowledged Pollution Source	GULF DEEP WATER SPINE	Oil: Crude	OIL	Petroleum	Oil	Crude	28.37716667	-90.4155	50.6	Point-source one-time discharge	GALLONS (Liquids Only)
TAKO TODDY	Towing Vessel	Towing Vessel	General	General	UNITED STATES	Involved in a Marine Casualty	MISSISSIPPI RIVER	Oil: Crude	OIL	Petroleum	Oil	Crude	30.13166667	-90.925	51	Point-source discharge over a period of time	GALLONS (Liquids Only)
BETTY S	Towing Vessel	Towing Vessel	General	General	UNITED STATES	Acknowledged Pollution Source	BIG BEND CHANNEL	Oil: Diesel	OIL	Petroleum	Oil	Diesel	27.80746	-82.41313	51	Point-source one-time discharge	GALLONS (Liquids Only)
NIRVANA	Recreational	Recreational	Motor Propelled Vessels	Cabin Cruiser	UNITED STATES	Suspected Pollution Source	LAKE MICHIGAN - Milwaukee River	Oil: Diesel	OIL	Petroleum	Oil	Diesel	42.532	-87.77206	51	Point-source discharge over a period of time	GALLONS (Liquids Only)
KENT NAVIGATOR	Freight Ship	Bulk Carrier	General	General	GIBRALTAR	Acknowledged Pollution Source	ATLANTIC-PUERTO RICO ACCESS	"Oil, fuel: No. 6"	OIL	Petroleum	"Oil, fuel"	No. 6	36.6311	-75.33719	52	Point-source one-time discharge	GALLONS (Liquids Only)
KIRBY 28308	Tank Barge	Barge	Bulk Liquid Cargo (Tank) Barge	General	UNITED STATES	Acknowledged Pollution Source	CORPUS CHRISTI SHIP CHANNEL	"Oil, misc: Lubricating"	OIL	Petroleum	"Oil, misc"	Lubricating	27.8193	-97.18786667	52	Point-source one-time discharge	GALLONS (Liquids Only)
Hull of a Good Time	Recreational	Recreational	Motor Propelled Vessels	General	UNITED STATES	Acknowledged Pollution Source	LAKE PONTCHARTRAIN	Gasoline: Automotive (4.23g Pb/gal)	OIL	Petroleum	Gasoline	Automotive (4.23g Pb/gal)	30.32788	-90.26231	52	Point-source one-time discharge	GALLONS (Liquids Only)
SEA BIRD	Freight Ship	General Dry Cargo Ship	General	General	DENMARK	Acknowledged Pollution Source	COOPER RIVER	Hydraulic fluid or oil	OIL	Petroleum	Hydraulic fluid or oil		33.06705	-79.92291	52.8	Point-source one-time discharge	GALLONS (Liquids Only)
MAERSK VIRGINIA	Freight Ship	General Dry Cargo Ship	Container Ship	General Cargo/Container	UNITED STATES	Involved in a Marine Casualty	Suez Canal	"Oil, misc: Lubricating"	OIL	Petroleum	"Oil, misc"	Lubricating	29.96666667	32.55	52.8	Point-source discharge over a period of time	GALLONS (Liquids Only)
ATLANTIC COMPANION	Freight Ship	Ro-Ro Cargo Ship	Ro-Ro/Container	General	SWEDEN	Involved in a Marine Casualty	NEWARK BAY	"Oil, misc: Lubricating"	OIL	Petroleum	"Oil, misc"	Lubricating	40.71361	-74.11528	52.8	Point-source one-time discharge	GALLONS (Liquids Only)
ANNIE'S SONG	Recreational	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Acknowledged Pollution Source	PITHLACHASCOTEE RIVER	"Oil, fuel: No. 2-D"	OIL	Petroleum	"Oil, fuel"	No. 2-D	28.27667	-82.7439	53	Point-source discharge over a period of time	GALLONS (Liquids Only)
KYLIE WILLIAMS	Offshore Supply Vessel	Offshore	Offshore Supply Vessel	General	UNITED STATES	Suspected Pollution Source	GULF DEEP WATER ACCESS	Kerosene	OIL	Petroleum	Kerosene		28.16666667	-90.58333333	53	Point-source one-time discharge	GALLONS (Liquids Only)
JULIE J	Towing Vessel	Towing Vessel	General	General	UNITED STATES	Acknowledged Pollution Source		"Oil, fuel: No. 2-D"	OIL	Petroleum	"Oil, fuel"	No. 2-D	29.37166667	-94.89	54	Point-source one-time discharge	GALLONS (Liquids Only)
Jet Stream	Recreational	Recreational	Motor Propelled Vessels	Cabin Cruiser	UNITED STATES	Acknowledged Pollution Source	SNOHOMISH RIVER	Gasoline: Automotive (4.23g Pb/gal)	OIL	Petroleum	Gasoline	Automotive (4.23g Pb/gal)	47.98476	-122.2294	55	Point-source one-time discharge	GALLONS (Liquids Only)
WESTERLY	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Acknowledged Pollution Source	PUGET SOUND	Oil: Diesel	OIL	Petroleum	Oil	Diesel	47.86195833	-122.377932	55	Point-source one-time discharge	GALLONS (Liquids Only)
JOHN KUSHNER	Towing Vessel	Towing Vessel	Pushing Ahead (Towboat)	General	UNITED STATES	Acknowledged Pollution Source	OHIO RIVER	"Unknown material, Oil or Oil-like"	OIL	Petroleum	"Unknown material, Oil or Oil-like"		40.50520833	-80.092965	55	Point-source one-time discharge	GALLONS (Liquids Only)
POCAHONTAS	Towing Vessel	Towing Vessel	Emergency Assist Tow Vessel	General	HONDURAS	Acknowledged Pollution Source	ATLANTIC INTRACOASTAL WATERWAY	"Oil, misc: Lubricating"	OIL	Petroleum	"Oil, misc"	Lubricating	25.76965	-80.18203	55	Point-source discharge over a period of time	GALLONS (Liquids Only)
ONLY SIXTEEN V	Recreational	Recreational	General	General	UNITED STATES	Acknowledged Pollution Source	COOPER RIVER	Oil: Diesel	OIL	Petroleum	Oil	Diesel	32.75882	-79.86668	55	Point-source discharge over a period of time	GALLONS (Liquids Only)
TAURGO	Recreational	Recreational	Motor Propelled Vessels	"Yacht, Trawler Type"	UNITED STATES	Alleged Pollution Source	LYNNHAVEN RIVER	Gasoline: Automotive (Unleaded)	OIL	Petroleum	Gasoline	Automotive (Unleaded)	36.905	-76.075	55	Point-source discharge over a period of time	GALLONS (Liquids Only)
SEA WITCH	Passenger (Uninspected)	Passenger Ship	General	"General (6 or Fewer, Gross Tonnage < 100)"	UNITED STATES	Acknowledged Pollution Source	"Atlantic Ocean, Coastal"	Oil: Diesel	OIL	Petroleum	Oil	Diesel	38.33633333	-75.07066667	55	Point-source one-time discharge	GALLONS (Liquids Only)
SMI 10000	Tank Barge	Barge	Bulk Liquid Cargo (Tank) Barge	General	UNITED STATES	Acknowledged Pollution Source	MERMENTAU RIVER	Oil: Crude	OIL	Petroleum	Oil	Crude	29.86306167	-92.84781333	55	Point-source one-time discharge	GALLONS (Liquids Only)
